id,title,year,price_eur
12319124466993789309,La Promise du voyeur,2020,52.49
11056930065940997711,The Doors of Perception,2006,31.25
12565675479200366019,Frequent Hearses,1990,4.38
18023368243408637237,A Time of Gifts,2015,45.25
13286277193137233051,The Last Temptation,2004,59.5
14328468834712501645,Far From the Madding Crowd,2014,40.62
10259107748661559417,Mother Night,2006,60.0
11084053108186735659,The Moon by Night,1988,24.16
18434160982746598143,The Moving Finger,2021,80.83
11388294182024894616,A Time of Gifts,2019,70.0
17629870811100503412,Shall not Perish,2004,41.99
18175335766030000525,The Last Temptation,2018,61.99
13606135560228702484,Der arme Spielmann,2004,66.0
16024059010958122765,The Wives of Bath,1994,14.99
11425514820297218443,The Golden Bowl,1955,24.38
16540904347814092653,Fear and Trembling,2022,20.42
10002012588335511904,Waiting for the Barbarians,2026,44.5
14113835334278678466,Look to Windward,2018,33.33
16182842201462913764,His Dark Materials,2012,60.25
13753145325469701311,Waiting for the Barbarians,2024,72.08
13333908673601040936,As I Lay Dying,2005,77.0
12837404845133496222,The Green Bay Tree,1999,53.75
18295083983113171157,Ring of Bright Water,2005,75.83
10785241801244210205,Tauben im Gras,2005,14.38
12910681635400773851,A Handful of Dust,1995,40.5
9436316556892255185,In a Dry Season,2020,51.5
15112221464433711890,The Heart Is a Lonely Hunter,1994,74.17
13840218456401686590,The Parliament of Man,2003,64.16
11279551816404325067,The Painted Veil,1993,14.58
15302585047991057668,Moab Is My Washpot,1995,52.49
13164423583093709213,The Line of Beauty,1993,12.92
14138652659289320779,I Sing the Body Electric,1987,48.96
10001502755727147652,The Moving Finger,2004,49.17
13269893443184571178,Effi Briest,1904,33.33
18307183848667493386,The Other Side of Silence,1986,38.33
9625895762695570376,That Hideous Strength,2015,51.0
13715517835818844148,L'Odyssée invisible,1988,30.83
14481265263568864086,Nine Coaches Waiting,2004,39.0
9474359942677355342,Frühlings Erwachen,2011,8.25
10192034283911286472,Where Angels Fear to Tread,1994,61.67
10692101756658345995,Cover Her Face,2009,45.75
9423380958812227841,I Know Why the Caged Bird Sings,2024,47.5
11634075227889228358,Jesting Pilate,1955,78.33
13158659215052611128,By Grand Central Station I Sat Down and Wept,2025,75.42
15040675313821548115,Things Fall Apart,2006,74.16
13126086045813805759,Let Us Now Praise Famous Men,1988,59.58
13697398216937058235,Oh! To be in England,2014,66.25
10852276098941579700,O Jerusalem!,2004,65.83
15028853373550836030,Blood's a Rover,1994,70.0
17502419444752950082,Gehirne,2014,6.66
13266516026358765757,The Monkey's Raincoat,1986,6.0
17904658718211097507,Oh! To be in England,2022,69.16
16369488901113094513,Stranger in a Strange Land,2013,12.71
12554479609131130911,I Know Why the Caged Bird Sings,2012,15.0
17286925427810306803,The Monkey's Raincoat,1955,72.71
15871584064825954052,La Peau des savants,2005,17.08
12005492230074398608,A Summer Bird-Cage,2022,68.99
16917801162207274207,Now Sleeps the Crimson Petal,2010,61.25
10154407294187242675,The Last Enemy,1994,47.71
11150725015999233954,East of Eden,1905,16.25
17270107289727160094,The Torment of Others,2013,70.21
15508809754482508719,"Ah, Wilderness!",2003,9.16
10085718517275742205,Some Buried Caesar,2013,25.21
13474556668236009943,The Wings of the Dove,2005,79.17
11683344715614416294,For a Breath I Tarry,2010,13.0
18154971706463448146,A Summer Bird-Cage,2005,45.5
10219896750048020481,The Daffodil Sky,1998,71.0
16348319422299016773,An Evil Cradling,2017,67.08
15098037349129580314,His Dark Materials,2015,5.83
15464588219346507896,A Time of Gifts,2013,76.46
14034954257828538739,Noli Me Tangere,2016,54.99
13237370914895553680,Waiting for the Barbarians,1938,40.0
17498206552314649694,O Jerusalem!,1958,58.75
17935560698486438495,A Many-Splendoured Thing,2018,18.96
17717314808123186609,Butter In a Lordly Dish,2019,39.0
17627990229580368022,Cabbages and Kings,1990,49.58
13135245082538273418,For Whom the Bell Tolls,2012,42.0
9720861224190296312,The Needle's Eye,2006,3.96
17231686237191799572,An Instant In The Wind,1904,32.0
15959732074121816963,Number the Stars,2018,72.5
9314485838092303342,A Farewell to Arms,2026,42.49
17762282145632579246,The Little Foxes,2001,55.5
9917480036198594999,Recalled to Life,1999,65.21
17708430356074183259,Tender Is the Night,2020,72.08
12805834734098993657,Time of our Darkness,2004,19.99
11386430615770198381,The Cricket on the Hearth,2016,48.33
11076027418546510386,In a Dry Season,1883,22.71
16571060271723958757,Mr Standfast,1994,11.25
11881899394974583491,Things Fall Apart,1989,53.33
17139177407810362893,Many Waters,2007,52.0
16936149573649759739,The Cricket on the Hearth,1995,13.96
10762682522922658360,I Know Why the Caged Bird Sings,2021,41.67
15633711912599087564,The Line of Beauty,1998,58.75
14345237015671159284,Dantons Tod,2010,10.5
12257342115964157337,Butter In a Lordly Dish,2008,45.83
11777750219353406267,The Last Temptation,2020,31.99
10863516540561177324,Endless Night,1986,56.04
18247086777345574694,The Line of Beauty,2019,24.25
14573840282030398089,Now Sleeps the Crimson Petal,1999,53.25
13969717421531051483,Der Untertan,1994,78.54
18123669336047355858,Waiting for the Barbarians,2009,64.17
14807912927907563988,A Scanner Darkly,1998,33.75
12995799101803836569,The Skull Beneath the Skin,2010,65.0
9750147243353574939,"Ah, Wilderness!",2026,63.96
17915409684453690717,The Doors of Perception,2023,27.5
16489185384836648389,"The World, the Flesh and the Devil",1986,69.79
14489150484901663007,Pale Kings and Princes,2020,34.17
11550507077446804090,Things Fall Apart,2004,28.54
16305671630406407027,Nine Coaches Waiting,1886,76.25
17430321613648424369,In a Dry Season,2005,63.54
15624809866128806137,The Stars' Tennis Balls,2021,13.33
14344091968563638140,All the King's Men,2014,24.79
15881990264665657554,"Look Homeward, Angel",2026,54.17
9645855293048906813,Shall not Perish,2019,13.12
14083308333666007484,By Grand Central Station I Sat Down and Wept,1998,20.42
10847234605299053573,Noli Me Tangere,1993,42.99
15442100450916918093,"Ah, Wilderness!",2016,47.5
9722043352824821480,Shall not Perish,2025,65.75
17174155308310703008,A Glass of Blessings,1988,79.38
13708996504119684660,The Skull Beneath the Skin,1992,13.5
10102385522907823257,Postern of Fate,1886,22.75
13341840339766178634,Tiger! Tiger!,2016,79.38
17647680308692105568,L'Odyssée invisible,2006,47.5
15285651109891795923,Time To Murder And Create,1993,5.0
10916225067192298381,A Darkling Plain,2017,59.16
18294860798498125382,This Side of Paradise,1905,4.16
12985812486097395914,The Daffodil Sky,2013,33.33
11103606347380937980,Dance Dance Dance,1993,12.25
14644057641357221318,The Last Temptation,2001,72.0
9432052516832691141,A Farewell to Arms,2025,14.0
10038536218159528370,Brandy of the Damned,2018,80.83
13487940003317788875,The Lathe of Heaven,1987,38.33
17543187946301650161,Pale Kings and Princes,1997,20.42
13758888040152577287,The Last Temptation,2020,51.67
16184977093137066664,The Yellow Meads of Asphodel,2007,70.21
9920737310940802354,All Passion Spent,2007,67.5
10238377322605901604,Lilies of the Field,2011,67.08
14449135915497703873,L'Odeur du sanglier,1993,38.96
17038317734194553234,Recalled to Life,1992,42.5
12251125384868408159,To Sail Beyond the Sunset,2006,32.92
11415721168741572565,The Last Temptation,1883,10.75
13832463755664249317,To a God Unknown,1999,62.0
11046507941429422283,The Skull Beneath the Skin,2024,41.0
14359621752588894562,The Proper Study,1998,61.04
12892686143457109649,Butter In a Lordly Dish,1988,69.38
17946912812501465251,Unweaving the Rainbow,1995,44.5
15418686369544986451,La Promise du voyeur,1938,6.67
15807033743894801365,Beyond the Mexique Bay,1996,47.5
15495434645308183604,Clouds of Witness,2019,37.0
14669534651172216294,The Mirror Crack'd from Side to Side,1987,20.83
9481598335308747411,"The World, the Flesh and the Devil",1989,4.79
9723126204674164862,The Moon by Night,2006,73.75
14528744182437840717,Dance Dance Dance,2026,64.17
9640220356311487270,Shall not Perish,1992,82.08
18003020779297566824,Wildfire at Midnight,2021,54.0
15057836435758898431,An Evil Cradling,2017,18.0
10183152391216874009,The Moon by Night,1989,11.67
11182930221356488056,A Many-Splendoured Thing,2002,40.83
12956711208720395046,The Mermaids Singing,1988,26.0
16339700412501719080,Recalled to Life,1986,41.88
11352270809789368051,Tirra Lirra by the River,1995,20.5
11687118504934671936,The Widening Gyre,2017,21.66
17120706343421421434,Some Buried Caesar,1904,63.32
11906198912064200716,Nine Coaches Waiting,2004,69.38
16901942837180473463,O Pioneers!,2017,80.0
16245939170443747369,Gone with the Wind,2011,6.46
13270805009582958947,Der Richter und sein Henker,2003,46.25
13461006181755841001,The Heart Is a Lonely Hunter,2025,61.67
13911264818974375946,Mother Night,2000,46.0
9954059673798594642,Fame Is the Spur,1997,6.75
16055439425352215154,Tiger! Tiger!,2017,53.75
12427955115396903694,La Promise du voyeur,1997,73.0
16250399337972734409,Bury My Heart at Wounded Knee,1990,44.99
17845897272626888341,Fame Is the Spur,2024,57.08
15909823809627626415,La Discipline des orphelins,1988,25.0
10234564134800790650,Unweaving the Rainbow,2009,12.08
14562281846942660883,A Passage to India,1996,5.42
17511439414100532872,Blithe Spirit,2024,6.5
15881025221453043266,Of Mice and Men,2013,39.16
17977204017210806128,Nectar in a Sieve,1871,12.49
13992572850311126300,Time of our Darkness,2005,78.54
15902681320824707952,A Passage to India,2007,44.17
12660983059515906880,The Wives of Bath,2020,11.88
15546171533284043449,L'Odyssée invisible,2006,18.54
14254272641833163047,The Waste Land,2021,56.88
16882325877748484173,"Those Barren Leaves, Thrones, Dominations",1998,59.75
12136787441315435957,The Man Within,2007,16.25
9644619648590860314,Fair Stood the Wind for France,2025,50.62
18296549403515465149,Edna O'Brien,2000,26.25
9912390926474318535,Look to Windward,2007,70.25
16793352514728390827,The Golden Apples of the Sun,1997,15.25
16521525518115303394,In a Dry Season,2000,72.92
11168573317660023459,To Say Nothing of the Dog,2004,18.32
13787624418682230046,Blood's a Rover,2012,72.92
12673475911873170805,Behold the Man,2008,63.12
18230836690450161916,Terrible Swift Sword,1996,79.17
14523397666894341857,"The World, the Flesh and the Devil",1904,62.0
13117381986854039380,Le Couloir de tous les mépris,2001,28.75
15453071063549815919,Die Marquise von O...,2020,49.99
9317271388106210986,A Handful of Dust,1990,47.29
16237411144007730370,The Widening Gyre,1999,66.0
16465060680230415703,His Dark Materials,1905,4.75
11902917783470748964,From Here to Eternity,1988,56.25
16516547151573897500,To a God Unknown,1992,33.75
14579089954158559657,Mr Standfast,1986,57.08
12745563076604128191,Some Buried Caesar,1883,61.25
17448582587541050691,Shall not Perish,1955,31.66
15416549282372315883,A Many-Splendoured Thing,1986,21.25
10911076855290877342,Sleep the Brave,1989,24.16
15372838405094588202,A Monstrous Regiment of Women,1994,54.79
15637628639464321578,The House of Mirth,1958,61.46
18037261297131324121,Pale Kings and Princes,2024,23.25
13726451554285077336,Fair Stood the Wind for France,2012,32.0
12964771083460714904,Now Sleeps the Crimson Petal,2009,4.58
16947421204750731294,A Confederacy of Dunces,2010,47.5
12619034865474313717,Le Couloir de tous les mépris,2010,29.5
10291919002176843157,The Mirror Crack'd from Side to Side,2008,17.08
11015566483239062325,When the Green Woods Laugh,2017,46.25
13266645676749347417,A Catskill Eagle,2018,31.67
9664896749124128601,The Needle's Eye,2026,70.0
10018616549441215931,Nine Coaches Waiting,2015,75.83
17699230355933881566,Pourquoi je mens ?,2000,16.67
13019663874254914330,The Curious Incident of the Dog in the Night-Time,2020,14.58
10741811832280604428,La Discipline des orphelins,2010,43.5
15932335257248612494,Stranger in a Strange Land,2020,12.92
17102522432282305832,The Way Through the Woods,1987,52.99
9673258327243954971,L'Odeur du sanglier,2005,28.5
13329523937900044064,Frequent Hearses,2000,80.83
14528962792645718252,L'Odeur du sanglier,2001,10.0
12597157863770874949,Mother Night,2025,79.17
10069919451515563493,In a Dry Season,1987,73.5
16788562382469899710,Time of our Darkness,2015,10.83
15591136849620738077,The Far-Distant Oxus,2007,26.25
14782892731089291891,Rosemary Sutcliff,1986,67.99
15773142644642884561,Now Sleeps the Crimson Petal,2016,57.0
10185943240673041136,Ego Dominus Tuus,2006,10.25
13326288784900617700,Blue Remembered Earth,2013,7.5
10467541739071391235,L'Odyssée invisible,2005,5.99
12183587261487873995,The Last Enemy,2013,57.0
12401444950440176842,Shall not Perish,2015,60.0
11550598085587491126,Vanity Fair,2022,77.75
14428719851855791131,Infinite Jest,1994,54.0
12575338162542928730,Death Be Not Proud,1988,53.0
9916663026396020013,The Monkey's Raincoat,2012,22.71
9936038447446053557,Frequent Hearses,2009,82.29
12240589900864855347,East of Eden,2005,56.66
13157156283886776030,The Glory and the Dream,1905,60.5
9297550061708450772,The Yellow Meads of Asphodel,2004,11.5
12738455370832522148,Nectar in a Sieve,2013,15.62
14620239650951372982,The Doors of Perception,1886,54.16
17764587157423732993,The Golden Bowl,2025,73.75
17120366664791149635,O Pioneers!,1871,32.99
13825677124999320033,The Last Temptation,1988,57.5
18166867614363099340,O Pioneers!,1986,30.75
13903497042381836319,The Parliament of Man,1883,6.25
15233173053544042466,Let Us Now Praise Famous Men,1994,47.0
17200633873517846052,A Farewell to Arms,2003,30.62
10720271553740270560,Le Couloir de tous les mépris,1955,64.25
10374196346201103752,This Lime Tree Bower,1990,61.75
9901502894329576213,A Time to Kill,2001,44.58
12665048309425213120,An Instant In The Wind,1871,34.75
17059924989890746650,Haus ohne Hüter,2025,60.83
13464869278276900156,Sleep the Brave,2023,76.0
11719740864218221951,Vile Bodies,2009,24.0
10900984841450444759,Postern of Fate,1996,18.33
9527229669848218697,Vile Bodies,1988,68.75
10504240487289389822,Endless Night,1988,8.33
15834305094611423214,Ring of Bright Water,2020,64.17
12590785105865242836,Things Fall Apart,1988,4.25
12726911608283718067,Death Be Not Proud,2005,74.0
11745903054040940389,After Many a Summer Dies the Swan,2014,62.92
12878461789876412895,The Golden Apples of the Sun,1987,13.75
16774298811713377565,Precious Bane,1994,46.66
11554992587993370200,The Wind's Twelve Quarters,1987,7.5
9906203800941238585,"Absalom, Absalom!",2016,14.58
17331769393357821965,Clouds of Witness,1986,17.5
14203591961937449223,Infinite Jest,2020,4.75
13534016900049148451,Time of our Darkness,2019,59.58
17159550111881060863,Little Hands Clapping,2019,79.58
9599979923968611372,The Lathe of Heaven,2009,57.92
12084345752247119840,From Here to Eternity,2021,35.42
14616185815477616452,Woyzeck,2004,6.67
10711416041068460458,Quo Vadis,2024,33.0
17177930575246514722,To Your Scattered Bodies Go,2005,34.75
11316339753578090648,Look to Windward,1998,59.58
17336627959998498131,All Passion Spent,2020,69.38
9871496106872875991,Dance Dance Dance,1905,67.29
10656351656578446735,Everything is Illuminated,2008,66.67
13400437537853795903,Tirra Lirra by the River,1904,62.71
12099276487324268289,An Acceptable Time,1995,27.71
17979725379247166318,Endless Night,2020,69.0
11281810694651866930,The Violent Bear It Away,2015,42.5
16032762023135318780,A Time to Kill,2021,52.5
9333915124645301350,The Road Less Traveled,2016,25.21
13286809843034458244,The Doors of Perception,2008,64.58
9695835089954102847,Tirra Lirra by the River,1999,79.58
17457437448029188960,Eyeless in Gaza,2014,75.42
17032770474356474613,Eyeless in Gaza,2024,45.83
16343061075005609392,That Hideous Strength,1996,40.42
10625507255363445826,Tender Is the Night,1904,15.62
12520655380251334692,Arms and the Man,2016,62.5
14730599328726980478,To a God Unknown,2005,60.5
17702834999864786981,The Wealth of Nations,2006,59.38
16379178820588917040,A Catskill Eagle,1997,37.71
18071685871864314484,"Alone on a Wide, Wide Sea",1989,8.54
11699019648294220058,Pale Kings and Princes,2020,45.42
16095160610390213705,Wildfire at Midnight,2021,16.75
17177091769960248554,La Soumission comme passion,2015,15.0
17208785565227304786,The Parliament of Man,2012,72.5
14460450734742884709,La Discipline des orphelins,1998,24.99
9497938611761240168,Die Lehre der Sainte-Victoire,2010,49.5
11578722344852922331,The Last Enemy,1988,41.67
12894692889646285437,I Will Fear No Evil,2012,41.04
11623523151340244758,A Passage to India,1992,6.46
12006680700810150719,Tender Is the Night,1991,6.99
12274019691029651963,A Darkling Plain,2023,76.25
16498372239617856685,Winnetou II,1999,66.25
16081101890482832349,A Monstrous Regiment of Women,1871,64.38
16136684940759146658,A Farewell to Arms,2019,39.99
14831892131920514411,The Far-Distant Oxus,2008,63.99
18284324572420834937,In a Glass Darkly,2017,61.0
15736420072247706924,Jacob Have I Loved,1988,19.79
10086208253954856988,The Way of All Flesh,2012,24.58
16610657460531276974,For Whom the Bell Tolls,2021,53.33
13722180601512605456,The Moving Finger,1998,47.0
14114121468664884012,I Will Fear No Evil,1997,20.82
9705740386489258578,La Discipline des orphelins,2026,8.33
15022869002498147041,Beyond the Mexique Bay,2016,66.66
12289655669293497359,Oh! To be in England,2002,77.08
13899849298902774606,A Darkling Plain,1994,40.42
10942263809480818655,A Passage to India,2011,48.33
17028263385687083754,This Lime Tree Bower,1997,68.33
12654919163128340324,La Peau des savants,1883,57.5
11190428395669506179,The Proper Study,2013,50.42
12158580355966218873,Françoise Sagan,2021,49.25
10343803531010021061,All the King's Men,1990,37.71
11319680381058975449,The Soldier's Art,2011,50.75
12760319023379863265,"If Not Now, When?",1987,77.5
12411087462597779196,The Wind's Twelve Quarters,2011,3.54
12447012535192626996,When the Green Woods Laugh,2001,39.38
15729143150663180814,The Grapes of Wrath,2002,36.0
11781125813366981595,Terrible Swift Sword,1997,12.49
12195577802711416055,The Glory and the Dream,1998,62.5
13548329350931683779,The Skull Beneath the Skin,2017,60.99
10178599198306459865,The Wealth of Nations,2010,9.75
10192712399966460579,Blithe Spirit,2023,44.16
9743402751447384250,A Time to Kill,2017,74.16
9780158369674904358,This Lime Tree Bower,2023,16.46
14349078518758584135,A Passage to India,2020,77.08
16619071203167707357,Dulce et Decorum Est,2009,39.0
10262429782424305828,A Scanner Darkly,2001,66.25
11675103395207725152,Down to a Sunless Sea,1994,13.33
10879077875063461983,Cabbages and Kings,2021,54.58
15919771325689559707,The Skull Beneath the Skin,2019,74.5
12670727174971742767,Wildfire at Midnight,1995,27.08
13908574349550614272,The Yellow Meads of Asphodel,2004,56.25
18393556784630587995,The Wind's Twelve Quarters,2001,17.0
13170154470460648124,Infinite Jest,1987,57.5
14951282178909232765,Fear and Trembling,1997,5.83
17466710483926819094,A Catskill Eagle,2006,63.33
17143485009618506392,"The World, the Flesh and the Devil",2016,15.0
16876842533495259868,"Absalom, Absalom!",2007,41.46
11410275392791650388,La Discipline des orphelins,1988,29.17
13406660132893032305,La Promise du voyeur,2011,59.0
17481126003087965432,A Handful of Dust,1990,64.5
9652207961345882776,That Good Night,2022,10.5
11586699825396901458,O Jerusalem!,2010,10.0
10412991744712398422,The Violent Bear It Away,2023,51.99
10327830806106683634,No Longer at Ease,1995,45.83
15328696363790088577,"Alone on a Wide, Wide Sea",2000,5.42
11653650682743653481,The Millstone,2022,9.5
10942150336827615809,I Know Why the Caged Bird Sings,2024,26.67
9532407023636589949,Fear and Trembling,2009,71.66
15982447214544528264,La progéniture du mal,1996,32.71
15070295505728174144,Consider Phlebas,2014,63.75
13553841053290614555,As I Lay Dying,2012,77.0
12642378899286382397,Winnetou II,2001,12.75
14093493828937298250,Cabbages and Kings,1992,58.33
13773015208299531193,Of Mice and Men,2005,73.33
17168508773422606411,Carrion Comfort,2026,64.0
13671818345284771185,Stranger in a Strange Land,1999,74.58
14820472650565847640,Oh! To be in England,2023,19.75
11258977883618178312,Look to Windward,1993,73.33
16040692503807059891,The Way of All Flesh,2022,50.0
16525844903212317813,The Wives of Bath,1993,82.08
12715341526703003341,Die Aufzeichnungen des Malte Laurids Brigge,2012,74.17
17105064316394544426,Behold the Man,2007,43.96
12269700352189181949,Wildfire at Midnight,2020,33.75
15692130095769786828,This Lime Tree Bower,2026,40.0
14939995382977591268,L'Odyssée invisible,1988,25.83
18110679886982651831,The Mirror Crack'd from Side to Side,2022,76.67
13378528321602169208,O Pioneers!,2018,9.38
16792161881429721667,To Your Scattered Bodies Go,2012,38.75
15364496770359609959,Jahrestage,2021,39.58
15443707480632549566,The Needle's Eye,1999,24.17
9291631537718316314,La progéniture du mal,2021,73.75
10868384256386175002,Blithe Spirit,1989,52.08
17094957200831611187,The Waste Land,2011,60.25
10825963117764236354,Dying of the Light,2002,29.5
10916299204728735473,Number the Stars,1999,73.54
15633513007861857583,A Time of Gifts,1988,26.88
9703325496740687689,Eiche und Angora,1997,41.46
13028581715030207340,Antic Hay,1996,22.08
12748907476514204843,Bekenntnisse des Hochstaplers Felix Krull,2011,54.58
10142602970836706896,After Many a Summer Dies the Swan,1990,5.0
18237665158621449551,All the King's Men,2014,59.17
17242451215868582060,A Handful of Dust,2022,70.42
12610416520815874395,Tiger! Tiger!,1996,62.0
14208705091877136369,Recalled to Life,2002,30.0
11825469748184704598,East of Eden,2000,22.08
12969982634519376413,Cabbages and Kings,2016,81.04
16387386096217597549,L'Odyssée invisible,1871,76.25
18260397388938786130,To Say Nothing of the Dog,2013,22.29
17142288625357669416,Brandy of the Damned,2025,44.17
10884030640657554091,L'Odeur du sanglier,2020,54.79
16397495110595005346,The Glory and the Dream,2014,27.0
17312555989521905963,The Mermaids Singing,2000,38.99
12552286966790410747,"Absalom, Absalom!",2010,82.5
18277171981400969873,The Painted Veil,1995,23.5
17206258570304207630,"The World, the Flesh and the Devil",2008,74.38
11421112568141088640,Consider the Lilies,1904,77.92
13912173439964499077,Shall not Perish,1996,24.99
10052547543652780599,The Mirror Crack'd from Side to Side,2006,40.62
14661059647780487725,Das Marmorbild,1991,5.0
11327330113463666944,Precious Bane,2024,14.17
10311402097123563628,Shall not Perish,2022,40.0
15695305343643101561,Unweaving the Rainbow,1886,54.17
18026499533546397923,The Sun Also Rises,1997,46.46
11569426566674710969,By Grand Central Station I Sat Down and Wept,2021,35.42
18374320713021925591,The Glory and the Dream,2011,67.92
14591211931826120630,To Your Scattered Bodies Go,1996,77.08
13380600407732349303,Catharina von Georgien,1999,36.25
17628953765590844865,The Soldier's Art,2002,47.71
14416471060350382458,Of Human Bondage,2021,55.21
15224537165672747499,Things Fall Apart,2003,63.54
14753989443972495334,Behold the Man,1990,51.25
16667814949872629999,Endless Night,1989,35.0
18305078078515604240,The Other Side of Silence,2017,67.25
15558068655909581132,A Monstrous Regiment of Women,2001,27.08
14122044655909431106,The Waste Land,1988,39.58
13234068472274057406,Time To Murder And Create,1989,24.17
12206223119658346801,Butter In a Lordly Dish,2021,48.96
15644040746552009700,Clouds of Witness,1955,40.83
16754381966752933188,Jahrestage,2014,42.08
12026456982906179047,The Man Within,1996,65.5
14954789927189757518,The Grapes of Wrath,2017,70.0
14000960603783453698,In a Dry Season,1995,68.54
